timestamp,y_bytes_imp_t1,predicted
1995-08-12 00:00:00,1223.133,1622.4685
1995-08-12 00:05:00,847.707,2133.6116
1995-08-12 00:10:00,3841.5950000000003,2574.555
1995-08-12 00:15:00,1919.1779999999999,2347.0918
1995-08-12 00:20:00,1059.636,2040.1327
1995-08-12 00:25:00,2712.333,2288.976
1995-08-12 00:30:00,1403.054,2442.3203
1995-08-12 00:35:00,2761.802,2047.3564
1995-08-12 00:40:00,3239.23,3277.2847
1995-08-12 00:45:00,1604.353,2729.4883
1995-08-12 00:50:00,2056.925,1780.8295
1995-08-12 00:55:00,586.587,1870.9584
1995-08-12 01:00:00,1287.281,1984.9127
1995-08-12 01:05:00,1331.608,1532.539
1995-08-12 01:10:00,1565.677,1767.3375
1995-08-12 01:15:00,1965.993,1916.6505
1995-08-12 01:20:00,1636.539,1882.2806
1995-08-12 01:25:00,1406.74,2004.434
1995-08-12 01:30:00,4128.499,1957.9324
1995-08-12 01:35:00,642.883,1649.1969
1995-08-12 01:40:00,790.942,1336.2206
1995-08-12 01:45:00,1027.809,1914.3704
1995-08-12 01:50:00,1241.8790000000001,1832.4569
1995-08-12 01:55:00,556.522,1499.1268
1995-08-12 02:00:00,830.023,1126.6652
1995-08-12 02:05:00,359.474,929.21643
1995-08-12 02:10:00,1055.1299999999999,1398.7742
1995-08-12 02:15:00,1521.892,1214.7327
1995-08-12 02:20:00,959.936,948.54987
1995-08-12 02:25:00,631.49,1185.0486
1995-08-12 02:30:00,376.007,823.031
1995-08-12 02:35:00,677.909,904.21045
1995-08-12 02:40:00,451.704,1132.7831
1995-08-12 02:45:00,1574.521,1117.0048
1995-08-12 02:50:00,319.428,1369.5248
1995-08-12 02:55:00,404.42,991.1073
1995-08-12 03:00:00,1451.165,869.86865
1995-08-12 03:05:00,1498.787,830.85016
1995-08-12 03:10:00,1050.735,1438.361
1995-08-12 03:15:00,891.761,1466.5602
1995-08-12 03:20:00,2723.96,1276.5859
1995-08-12 03:25:00,2618.118,981.0018
1995-08-12 03:30:00,1469.811,1608.6252
1995-08-12 03:35:00,866.194,1279.9752
1995-08-12 03:40:00,1960.771,1230.7872
1995-08-12 03:45:00,370.633,919.46826
