timestamp,y_req_t1,predicted
1995-08-12 00:00:00,74.0,111.68787
1995-08-12 00:05:00,97.0,100.75599
1995-08-12 00:10:00,159.0,166.58209
1995-08-12 00:15:00,99.0,158.11699
1995-08-12 00:20:00,113.0,125.64848
1995-08-12 00:25:00,147.0,167.31743
1995-08-12 00:30:00,147.0,142.23029
1995-08-12 00:35:00,132.0,175.87161
1995-08-12 00:40:00,230.0,179.00044
1995-08-12 00:45:00,139.0,194.94798
1995-08-12 00:50:00,82.0,176.86172
1995-08-12 00:55:00,73.0,99.89755
1995-08-12 01:00:00,101.0,140.1649
1995-08-12 01:05:00,91.0,142.06032
1995-08-12 01:10:00,98.0,147.80539
1995-08-12 01:15:00,124.0,153.68163
1995-08-12 01:20:00,133.0,151.65385
1995-08-12 01:25:00,124.0,144.32469
1995-08-12 01:30:00,122.0,183.57312
1995-08-12 01:35:00,76.0,99.0489
1995-08-12 01:40:00,60.0,103.00721
1995-08-12 01:45:00,103.0,111.18358
1995-08-12 01:50:00,102.0,119.73801
1995-08-12 01:55:00,75.0,92.3842
1995-08-12 02:00:00,58.0,104.87121
1995-08-12 02:05:00,45.0,86.3241
1995-08-12 02:10:00,102.0,109.55873
1995-08-12 02:15:00,68.0,125.58889
1995-08-12 02:20:00,55.0,100.85036
1995-08-12 02:25:00,64.0,81.49061
1995-08-12 02:30:00,35.0,78.078156
1995-08-12 02:35:00,68.0,87.195305
1995-08-12 02:40:00,51.0,75.31135
1995-08-12 02:45:00,77.0,117.39036
1995-08-12 02:50:00,55.0,73.12909
1995-08-12 02:55:00,67.0,72.2054
1995-08-12 03:00:00,43.0,102.62296
1995-08-12 03:05:00,59.0,108.6995
1995-08-12 03:10:00,83.0,94.555725
1995-08-12 03:15:00,84.0,96.84672
1995-08-12 03:20:00,72.0,144.11655
1995-08-12 03:25:00,53.0,123.58253
1995-08-12 03:30:00,61.0,109.16962
1995-08-12 03:35:00,65.0,89.01928
1995-08-12 03:40:00,84.0,118.32437
1995-08-12 03:45:00,23.0,71.54288
1995-08-12 03:50:00,53.0,71.857544
1995-08-12 03:55:00,86.0,111.02097
1995-08-12 04:00:00,123.0,111.25978
1995-08-12 04:05:00,85.0,106.44423
1995-08-12 04:10:00,65.0,108.23515
