timestamp,y_req_t1,predicted
1995-08-16 00:00:00,353.0,335.76233
1995-08-16 00:15:00,480.0,318.85995
1995-08-16 00:30:00,300.0,498.2972
1995-08-16 00:45:00,413.0,411.85565
1995-08-16 01:00:00,273.0,312.3437
1995-08-16 01:15:00,366.0,315.86966
1995-08-16 01:30:00,328.0,295.30096
1995-08-16 01:45:00,293.0,329.0954
1995-08-16 02:00:00,240.0,270.6099
1995-08-16 02:15:00,301.0,254.17432
1995-08-16 02:30:00,264.0,256.38348
1995-08-16 02:45:00,226.0,259.36295
1995-08-16 03:00:00,253.0,236.81958
1995-08-16 03:15:00,290.0,257.73535
1995-08-16 03:30:00,305.0,320.32645
1995-08-16 03:45:00,259.0,266.0768
1995-08-16 04:00:00,272.0,228.07274
1995-08-16 04:15:00,172.0,203.3655
1995-08-16 04:30:00,127.0,220.54826
1995-08-16 04:45:00,162.0,150.2258
1995-08-16 05:00:00,257.0,250.59558
1995-08-16 05:15:00,247.0,235.95636
1995-08-16 05:30:00,169.0,250.11328
1995-08-16 05:45:00,209.0,293.35495
1995-08-16 06:00:00,266.0,235.9315
1995-08-16 06:15:00,267.0,265.6826
1995-08-16 06:30:00,337.0,288.02646
1995-08-16 06:45:00,290.0,266.2651
1995-08-16 07:00:00,354.0,314.38474
1995-08-16 07:15:00,557.0,427.33682
1995-08-16 07:30:00,480.0,403.114
1995-08-16 07:45:00,651.0,564.81915
1995-08-16 08:00:00,578.0,839.6683
1995-08-16 08:15:00,478.0,553.5935
1995-08-16 08:30:00,631.0,582.1472
1995-08-16 08:45:00,704.0,649.5753
1995-08-16 09:00:00,647.0,659.85034
1995-08-16 09:15:00,747.0,743.6182
1995-08-16 09:30:00,811.0,803.49567
1995-08-16 09:45:00,834.0,893.74677
1995-08-16 10:00:00,916.0,939.8392
1995-08-16 10:15:00,768.0,934.37286
1995-08-16 10:30:00,868.0,879.36017
1995-08-16 10:45:00,831.0,947.4231
1995-08-16 11:00:00,807.0,827.7446
1995-08-16 11:15:00,961.0,967.6138
1995-08-16 11:30:00,991.0,914.3617
1995-08-16 11:45:00,931.0,1011.8092
1995-08-16 12:00:00,836.0,808.67804
1995-08-16 12:15:00,1002.0,930.39484
1995-08-16 12:30:00,810.0,852.3981
1995-08-16 12:45:00,826.0,856.20483
1995-08-16 13:00:00,1066.0,950.5582
1995-08-16 13:15:00,1055.0,1145.0133
1995-08-16 13:30:00,983.0,1002.14594
1995-08-16 13:45:00,1177.0,1018.82495
1995-08-16 14:00:00,1067.0,950.70435
1995-08-16 14:15:00,1067.0,1142.829
1995-08-16 14:30:00,867.0,1030.6304
1995-08-16 14:45:00,834.0,801.61206
1995-08-16 15:00:00,1163.0,1005.2523
1995-08-16 15:15:00,1122.0,1100.1825
1995-08-16 15:30:00,824.0,949.5238
1995-08-16 15:45:00,872.0,876.33704
1995-08-16 16:00:00,1131.0,889.91986
1995-08-16 16:15:00,671.0,788.2638
1995-08-16 16:30:00,824.0,826.0305
1995-08-16 16:45:00,943.0,915.2468
1995-08-16 17:00:00,722.0,869.9501
1995-08-16 17:15:00,815.0,840.33514
1995-08-16 17:30:00,560.0,616.3741
1995-08-16 17:45:00,646.0,689.2696
1995-08-16 18:00:00,504.0,584.11646
1995-08-16 18:15:00,658.0,644.2651
1995-08-16 18:30:00,598.0,763.273
1995-08-16 18:45:00,598.0,576.1605
1995-08-16 19:00:00,537.0,504.20758
1995-08-16 19:15:00,549.0,578.86975
1995-08-16 19:30:00,568.0,541.429
1995-08-16 19:45:00,676.0,563.0195
1995-08-16 20:00:00,505.0,625.3937
1995-08-16 20:15:00,525.0,497.41803
1995-08-16 20:30:00,337.0,561.15497
1995-08-16 20:45:00,599.0,527.97406
1995-08-16 21:00:00,552.0,627.36487
1995-08-16 21:15:00,660.0,559.1818
1995-08-16 21:30:00,520.0,607.1438
1995-08-16 21:45:00,610.0,563.8013
1995-08-16 22:00:00,542.0,575.4072
1995-08-16 22:15:00,406.0,437.95352
1995-08-16 22:30:00,410.0,464.21735
1995-08-16 22:45:00,374.0,374.80753
1995-08-16 23:00:00,367.0,401.38962
1995-08-16 23:15:00,671.0,480.92627
1995-08-16 23:30:00,439.0,421.60553
1995-08-16 23:45:00,400.0,383.52258
1995-08-17 00:00:00,392.0,356.761
1995-08-17 00:15:00,379.0,398.4568
