timestamp,act_1m_req,predicted_1m_req,act_1m_bytes,predicted_1m_bytes,predicted_1m_q90_req,predicted_1m_q90_bytes,predicted_5m_req,predicted_5m_bytes,predicted_5m_q90_req,predicted_5m_q90_bytes,predicted_15m_req,predicted_15m_bytes
1995-08-16 00:00:00,0.15,0.2425834666666667,2.5991,3.175576,0.43127813333333337,11.130377166666667,0.36919083333333336,5.9497420000000005,0.4598239666666667,9.928498666666666,0.3730692555555556,7.478118888888889
1995-08-16 00:01:00,0.4166666666666667,0.3108662333333333,5.427716666666666,5.2066669999999995,0.5342261666666667,16.746321666666667,0.36919083333333336,5.9497420000000005,0.4598239666666667,9.928498666666666,0.3730692555555556,7.478118888888889
1995-08-16 00:02:00,0.4166666666666667,0.3247467333333333,3.028516666666667,5.507805,0.517777,15.812047333333334,0.36919083333333336,5.9497420000000005,0.4598239666666667,9.928498666666666,0.3730692555555556,7.478118888888889
1995-08-16 00:03:00,0.4666666666666667,0.34804466666666667,3.56035,5.734123333333333,0.55984555,15.989850833333332,0.36919083333333336,5.9497420000000005,0.4598239666666667,9.928498666666666,0.3730692555555556,7.478118888888889
1995-08-16 00:04:00,0.43333333333333335,0.38734455,5.062833333333333,5.4775176666666665,0.6179009166666667,15.937867166666667,0.36919083333333336,5.9497420000000005,0.4598239666666667,9.928498666666666,0.3730692555555556,7.478118888888889
1995-08-16 00:05:00,0.15,0.43493038333333334,11.916699999999999,3.0516383333333335,0.6826468333333333,10.464813333333332,0.3321482333333333,4.915221666666667,0.39346040000000004,9.502086666666667,0.3730692555555556,7.478118888888889
1995-08-16 00:06:00,0.3,0.23837765,1.9602833333333334,3.933847,0.37765493333333333,14.196119166666668,0.3321482333333333,4.915221666666667,0.39346040000000004,9.502086666666667,0.3730692555555556,7.478118888888889
1995-08-16 00:07:00,0.4666666666666667,0.3066169166666667,3.405666666666667,5.787449666666666,0.5358390833333334,16.228317333333333,0.3321482333333333,4.915221666666667,0.39346040000000004,9.502086666666667,0.3730692555555556,7.478118888888889
1995-08-16 00:08:00,0.35,0.3186708833333334,2.6668,4.086061333333333,0.46321433333333334,14.994819166666668,0.3321482333333333,4.915221666666667,0.39346040000000004,9.502086666666667,0.3730692555555556,7.478118888888889
1995-08-16 00:09:00,0.25,0.33611015,3.3765,3.758581,0.5467569333333333,11.372124166666667,0.3321482333333333,4.915221666666667,0.39346040000000004,9.502086666666667,0.3730692555555556,7.478118888888889
1995-08-16 00:10:00,0.18333333333333332,0.23152395,1.5487,2.630159,0.3752334,11.127395666666667,0.36522845,3.8853866666666668,0.46766490000000005,8.126893,0.3730692555555556,7.478118888888889
1995-08-16 00:11:00,0.3333333333333333,0.3159076333333333,3.9101333333333335,3.9402833333333334,0.49146363333333337,11.035590666666668,0.36522845,3.8853866666666668,0.46766490000000005,8.126893,0.3730692555555556,7.478118888888889
1995-08-16 00:12:00,0.43333333333333335,0.34819835,4.417633333333333,4.8055105,0.5530382166666666,12.040426666666667,0.36522845,3.8853866666666668,0.46766490000000005,8.126893,0.3730692555555556,7.478118888888889
1995-08-16 00:13:00,0.45,0.36123543333333336,5.026816666666666,5.332791666666666,0.5974972333333334,11.9171305,0.36522845,3.8853866666666668,0.46766490000000005,8.126893,0.3730692555555556,7.478118888888889
1995-08-16 00:14:00,0.2,0.3609231666666667,4.1341833333333335,3.4092975,0.5440982833333333,10.958070833333332,0.36522845,3.8853866666666668,0.46766490000000005,8.126893,0.3730692555555556,7.478118888888889
1995-08-16 00:15:00,0.35,0.30350663333333333,4.922216666666667,3.97464,0.4899610833333333,12.358341666666666,0.3318642333333333,6.167629,0.45835433333333336,10.096931,0.3542888333333334,9.994746666666668
1995-08-16 00:16:00,0.2,0.30037515,1.9039666666666666,3.5484181666666665,0.4194536833333334,11.030732166666667,0.3318642333333333,6.167629,0.45835433333333336,10.096931,0.3542888333333334,9.994746666666668
