timestamp,y_bytes_imp_t1,predicted
1995-08-16 00:00:00,1500.7369999999999,2060.899173654232
1995-08-16 00:05:00,1096.787,1919.056535873012
1995-08-16 00:10:00,1459.826,1910.4055938393983
1995-08-16 00:15:00,1758.356,1697.1557169760504
1995-08-16 00:20:00,2510.745,1889.298362020509
1995-08-16 00:25:00,2514.48,2612.987710388336
1995-08-16 00:30:00,1582.7259999999999,2452.3047067046546
1995-08-16 00:35:00,2378.979,2654.9991906199275
1995-08-16 00:40:00,3518.52,2563.8456326428604
1995-08-16 00:45:00,5434.728999999999,2335.519842404914
1995-08-16 00:50:00,5504.947,3057.653640732554
1995-08-16 00:55:00,5400.622,3173.6015514748315
1995-08-16 01:00:00,4716.256,3293.7941300400944
1995-08-16 01:05:00,5107.028,3139.495798343303
1995-08-16 01:10:00,1267.307,3486.932030057207
1995-08-16 01:15:00,2802.917,2428.4057827296283
1995-08-16 01:20:00,1076.935,2621.9108114699275
1995-08-16 01:25:00,2171.794,1764.069352043956
1995-08-16 01:30:00,1403.738,1966.7982449987164
1995-08-16 01:35:00,2127.02,2233.1767098438636
1995-08-16 01:40:00,1580.947,2272.4646321794644
1995-08-16 01:45:00,1063.84,1611.3274825832711
1995-08-16 01:50:00,2659.098,2000.5766616486878
1995-08-16 01:55:00,3766.1290000000004,2380.497632382801
1995-08-16 02:00:00,2197.804,2580.425304097297
1995-08-16 02:05:00,1901.155,2276.5206316409585
1995-08-16 02:10:00,1560.187,1833.371032693531
1995-08-16 02:15:00,1781.518,1900.05142986208
1995-08-16 02:20:00,1116.591,1936.2611428361638
1995-08-16 02:25:00,2153.069,1827.7863882560457
1995-08-16 02:30:00,927.932,1703.292739874979
1995-08-16 02:35:00,728.091,1573.6339222764964
1995-08-16 02:40:00,1621.985,1648.5523747286654
1995-08-16 02:45:00,1400.653,1898.2839841216605
1995-08-16 02:50:00,2173.265,1747.5903710503899
1995-08-16 02:55:00,1734.51,1673.7431881900604
1995-08-16 03:00:00,1700.858,1599.8412834575922
1995-08-16 03:05:00,1107.677,1631.792994792565
1995-08-16 03:10:00,1310.324,1566.10202523793
1995-08-16 03:15:00,1189.195,1444.956141277063
1995-08-16 03:20:00,813.386,1540.4725741277462
1995-08-16 03:25:00,1009.746,1430.5163999230506
1995-08-16 03:30:00,1601.124,1669.0119719661398
1995-08-16 03:35:00,1800.6339999999998,1759.3027615808928
1995-08-16 03:40:00,3371.366,1686.8126291507328
1995-08-16 03:45:00,1550.216,1954.7194493484774
1995-08-16 03:50:00,1753.524,1586.2732020124276
1995-08-16 03:55:00,1609.027,1863.1390412091998
1995-08-16 04:00:00,2293.63,1883.6760837775216
1995-08-16 04:05:00,288.697,1970.6224161835585
1995-08-16 04:10:00,1566.622,1635.0910190963514
1995-08-16 04:15:00,988.015,1797.9212474232654
1995-08-16 04:20:00,749.534,1639.0570168370027
1995-08-16 04:25:00,801.721,1350.2022512813069
1995-08-16 04:30:00,760.497,1270.2935725663185
1995-08-16 04:35:00,602.745,1230.4613976435553
1995-08-16 04:40:00,421.156,1349.0895919157206
1995-08-16 04:45:00,1879.6530000000002,1304.764599271953
1995-08-16 04:50:00,328.92,1312.6179165199992
1995-08-16 04:55:00,480.138,756.3602844303945
1995-08-16 05:00:00,242.183,1213.6474324631822
1995-08-16 05:05:00,653.479,855.3271655394293
1995-08-16 05:10:00,1335.38,1309.9958203875303
1995-08-16 05:15:00,981.389,1184.6610329511807
1995-08-16 05:20:00,1644.357,1291.1856510496152
1995-08-16 05:25:00,1124.0919999999999,1407.957106062525
1995-08-16 05:30:00,1441.5,1381.6856652662843
1995-08-16 05:35:00,1284.922,1624.7845688781567
1995-08-16 05:40:00,2366.182,1409.8995441216714
1995-08-16 05:45:00,1347.6689999999999,1327.1296920787372
1995-08-16 05:50:00,1854.156,1270.2447417825256
1995-08-16 05:55:00,737.429,1512.1866817845462
1995-08-16 06:00:00,2114.125,1296.3452506564759
1995-08-16 06:05:00,3514.322,1476.7637821854196
1995-08-16 06:10:00,857.687,1882.5560716740035
1995-08-16 06:15:00,1884.058,1511.656235139219
1995-08-16 06:20:00,2429.654,1678.8484314138575
1995-08-16 06:25:00,2244.811,1856.3303197910511
1995-08-16 06:30:00,2022.484,2025.0688239954065
1995-08-16 06:35:00,1082.656,1863.3511701740017
1995-08-16 06:40:00,1937.74,1555.055193792245
1995-08-16 06:45:00,1460.949,1869.3437417424343
1995-08-16 06:50:00,2103.961,1799.9614404408055
1995-08-16 06:55:00,1624.0529999999999,1791.98284746593
1995-08-16 07:00:00,531.386,1971.7119478188874
1995-08-16 07:05:00,1301.453,1504.6897020059378
1995-08-16 07:10:00,1484.831,1637.7336490105201
1995-08-16 07:15:00,1351.711,2025.3720217001724
1995-08-16 07:20:00,1702.514,1823.7874133817036
1995-08-16 07:25:00,3236.134,2265.9249524479214
1995-08-16 07:30:00,3370.8160000000003,3063.766160760172
1995-08-16 07:35:00,3301.092,3267.866029366806
1995-08-16 07:40:00,1720.356,2933.1849425787977
1995-08-16 07:45:00,2019.387,2538.5010169156017
1995-08-16 07:50:00,1330.538,2972.197166545607
1995-08-16 07:55:00,1783.118,2558.417460577884
1995-08-16 08:00:00,2540.787,2799.4405424556057
1995-08-16 08:05:00,2777.961,3099.4961251782915
1995-08-16 08:10:00,3534.621,3439.5106687907837
1995-08-16 08:15:00,6453.376,3255.025427507412
1995-08-16 08:20:00,5096.086,3981.1860075580585
1995-08-16 08:25:00,1213.783,3862.815714554461
1995-08-16 08:30:00,3700.764,2894.410393612933
1995-08-16 08:35:00,2457.031,3199.1741634963523
1995-08-16 08:40:00,1750.848,3497.9538848830216
1995-08-16 08:45:00,2970.047,2751.989574095009
1995-08-16 08:50:00,4683.92,3465.3159182357394
1995-08-16 08:55:00,4107.504,3667.355243711907
1995-08-16 09:00:00,2766.352,3833.8118049621094
1995-08-16 09:05:00,2427.202,3460.5949170996196
1995-08-16 09:10:00,2758.949,4052.081604750236
1995-08-16 09:15:00,3779.376,3296.1183048589273
1995-08-16 09:20:00,2137.505,3887.118693306243
1995-08-16 09:25:00,3013.605,3483.901434891284
1995-08-16 09:30:00,4055.7999999999997,3219.745712389742
1995-08-16 09:35:00,3773.638,4069.423193256358
1995-08-16 09:40:00,5302.587,3929.2965907538496
1995-08-16 09:45:00,4902.048,4641.087388004211
1995-08-16 09:50:00,3573.359,4113.557887397231
1995-08-16 09:55:00,3994.902,4342.123825480761
1995-08-16 10:00:00,4911.882,4664.147313810016
1995-08-16 10:05:00,6020.502,4948.810748218077
1995-08-16 10:10:00,6294.04,5369.485959103227
