timestamp,y_req_t1,predicted
1995-08-16 00:00:00,353.0,330.48087463997075
1995-08-16 00:15:00,480.0,346.12898713722933
1995-08-16 00:30:00,300.0,425.97349530956177
1995-08-16 00:45:00,413.0,317.6939841239609
1995-08-16 01:00:00,273.0,365.74077150501836
1995-08-16 01:15:00,366.0,305.6322551497405
1995-08-16 01:30:00,328.0,308.8371846136039
1995-08-16 01:45:00,293.0,311.4762638982459
1995-08-16 02:00:00,240.0,310.000910157911
1995-08-16 02:15:00,301.0,272.5532007784619
1995-08-16 02:30:00,264.0,300.612178975701
1995-08-16 02:45:00,226.0,290.36164229663143
1995-08-16 03:00:00,253.0,266.23218621774026
1995-08-16 03:15:00,290.0,266.6011821422727
1995-08-16 03:30:00,305.0,265.63389756998737
1995-08-16 03:45:00,259.0,277.0143141886868
1995-08-16 04:00:00,272.0,258.5564371283914
1995-08-16 04:15:00,172.0,265.2238638233182
1995-08-16 04:30:00,127.0,220.74130276183388
1995-08-16 04:45:00,162.0,211.9647902094983
1995-08-16 05:00:00,257.0,237.67816228186578
1995-08-16 05:15:00,247.0,231.7566002418157
1995-08-16 05:30:00,169.0,256.2031934050578
1995-08-16 05:45:00,209.0,230.41875107592642
1995-08-16 06:00:00,266.0,209.74542432079213
1995-08-16 06:15:00,267.0,262.28549431586634
1995-08-16 06:30:00,337.0,251.94208901903207
1995-08-16 06:45:00,290.0,290.4726888359418
1995-08-16 07:00:00,354.0,372.4069322938172
1995-08-16 07:15:00,557.0,444.33677231382563
1995-08-16 07:30:00,480.0,582.8203428265482
1995-08-16 07:45:00,651.0,576.2937958136524
1995-08-16 08:00:00,578.0,712.9701575272115
1995-08-16 08:15:00,478.0,728.85837357645
1995-08-16 08:30:00,631.0,605.7121451216706
1995-08-16 08:45:00,704.0,688.8859958372716
1995-08-16 09:00:00,647.0,738.4971119922645
1995-08-16 09:15:00,747.0,656.6626390421142
1995-08-16 09:30:00,811.0,713.5352162177583
1995-08-16 09:45:00,834.0,906.0652588136353
1995-08-16 10:00:00,916.0,873.7070426069099
1995-08-16 10:15:00,768.0,906.646453946267
1995-08-16 10:30:00,868.0,901.0127837298402
1995-08-16 10:45:00,831.0,905.5841523036154
1995-08-16 11:00:00,807.0,936.9176242300332
1995-08-16 11:15:00,961.0,876.1542897488189
1995-08-16 11:30:00,991.0,923.3357272406367
1995-08-16 11:45:00,931.0,1010.8598635869014
1995-08-16 12:00:00,836.0,991.036083338239
1995-08-16 12:15:00,1002.0,857.0465669220517
1995-08-16 12:30:00,810.0,987.1958405096406
1995-08-16 12:45:00,826.0,875.9999237119104
1995-08-16 13:00:00,1066.0,828.7119524965486
1995-08-16 13:15:00,1055.0,1024.265450562173
1995-08-16 13:30:00,983.0,1033.028935864932
1995-08-16 13:45:00,1177.0,969.0571332304523
1995-08-16 14:00:00,1067.0,997.9001163188336
1995-08-16 14:15:00,1067.0,1011.2173292211629
1995-08-16 14:30:00,867.0,1139.4461240147953
1995-08-16 14:45:00,834.0,1002.4000235464687
1995-08-16 15:00:00,1163.0,918.8567424336321
1995-08-16 15:15:00,1122.0,1047.5240818910086
1995-08-16 15:30:00,824.0,1114.8937770330117
1995-08-16 15:45:00,872.0,1028.7748576142467
1995-08-16 16:00:00,1131.0,1054.1127699253611
1995-08-16 16:15:00,671.0,983.8615656522019
1995-08-16 16:30:00,824.0,840.223874395874
1995-08-16 16:45:00,943.0,873.0373238444852
1995-08-16 17:00:00,722.0,802.2479690265865
1995-08-16 17:15:00,815.0,776.3883123052884
1995-08-16 17:30:00,560.0,774.0625263103897
1995-08-16 17:45:00,646.0,619.9432801023821
1995-08-16 18:00:00,504.0,631.1188391374484
1995-08-16 18:15:00,658.0,526.7407696868206
1995-08-16 18:30:00,598.0,576.5119689046205
1995-08-16 18:45:00,598.0,553.3880539292962
1995-08-16 19:00:00,537.0,567.4301399422583
1995-08-16 19:15:00,549.0,500.6824093707835
1995-08-16 19:30:00,568.0,498.3880104598425
1995-08-16 19:45:00,676.0,515.7818270401573
1995-08-16 20:00:00,505.0,627.95581531824
1995-08-16 20:15:00,525.0,511.9633802065454
1995-08-16 20:30:00,337.0,522.4012240312726
1995-08-16 20:45:00,599.0,466.7263497200258
1995-08-16 21:00:00,552.0,563.0182479156673
1995-08-16 21:15:00,660.0,574.1104640068102
1995-08-16 21:30:00,520.0,587.4441021632991
1995-08-16 21:45:00,610.0,503.02422816608515
1995-08-16 22:00:00,542.0,537.6114843628103
1995-08-16 22:15:00,406.0,502.1636678209497
1995-08-16 22:30:00,410.0,468.44318588741487
1995-08-16 22:45:00,374.0,484.843905959057
1995-08-16 23:00:00,367.0,387.94688594007823
1995-08-16 23:15:00,671.0,452.8313078603914
1995-08-16 23:30:00,439.0,592.1207043432412
1995-08-16 23:45:00,400.0,451.80362820815793
1995-08-17 00:00:00,392.0,399.33511177455796
1995-08-17 00:15:00,379.0,403.4989334114006
1995-08-17 00:30:00,340.0,365.6996178138724
1995-08-17 00:45:00,373.0,337.7726516507763
1995-08-17 01:00:00,316.0,320.8230580600965
1995-08-17 01:15:00,272.0,304.0343699292374
1995-08-17 01:30:00,356.0,315.5597586042771
1995-08-17 01:45:00,322.0,327.39084885817067
1995-08-17 02:00:00,289.0,298.96923136808954
1995-08-17 02:15:00,232.0,285.8553810849379
1995-08-17 02:30:00,173.0,253.1848607222993
1995-08-17 02:45:00,183.0,230.74662446000733
1995-08-17 03:00:00,124.0,269.87517817865694
1995-08-17 03:15:00,179.0,238.12318426868464
1995-08-17 03:30:00,257.0,233.9680129533515
1995-08-17 03:45:00,376.0,268.934423423018
1995-08-17 04:00:00,288.0,280.2940644227712
1995-08-17 04:15:00,242.0,239.7226124658008
1995-08-17 04:30:00,192.0,255.41917314916205
1995-08-17 04:45:00,187.0,225.33142281884352
1995-08-17 05:00:00,245.0,223.0103113777095
1995-08-17 05:15:00,204.0,244.82506281502137
1995-08-17 05:30:00,175.0,229.53602024724503
1995-08-17 05:45:00,211.0,221.01783169318762
1995-08-17 06:00:00,150.0,272.35036729215756
1995-08-17 06:15:00,232.0,241.38187493721327
1995-08-17 06:30:00,324.0,293.0842454636145
1995-08-17 06:45:00,457.0,314.9405688012089
1995-08-17 07:00:00,450.0,453.9663426407047
1995-08-17 07:15:00,380.0,512.3654420669276
1995-08-17 07:30:00,556.0,512.9316595416216
1995-08-17 07:45:00,663.0,613.7046284704052
1995-08-17 08:00:00,741.0,736.1461348462202
1995-08-17 08:15:00,546.0,797.5447280862487
1995-08-17 08:30:00,680.0,648.06924316128
1995-08-17 08:45:00,770.0,737.2379121359171
1995-08-17 09:00:00,793.0,822.4535204198268
1995-08-17 09:15:00,755.0,876.1668267873752
1995-08-17 09:30:00,755.0,844.284612667609
1995-08-17 09:45:00,799.0,846.1838522996768
1995-08-17 10:00:00,801.0,864.8256038263497
1995-08-17 10:15:00,1069.0,888.5928956482254
1995-08-17 10:30:00,1023.0,1003.7066334556897
1995-08-17 10:45:00,1019.0,954.3326125116351
1995-08-17 11:00:00,944.0,978.6419032591459
1995-08-17 11:15:00,720.0,1007.7340948650626
1995-08-17 11:30:00,794.0,883.6359945789046
1995-08-17 11:45:00,933.0,884.2952797087455
1995-08-17 12:00:00,903.0,982.2309578282294
1995-08-17 12:15:00,1054.0,880.8526970657564
1995-08-17 12:30:00,1157.0,1089.9351784630148
1995-08-17 12:45:00,881.0,1032.9319496383898
1995-08-17 13:00:00,1068.0,999.7245244220053
1995-08-17 13:15:00,997.0,1219.767565659555
1995-08-17 13:30:00,1088.0,1066.588016577648
1995-08-17 13:45:00,1101.0,1152.1965305284073
1995-08-17 14:00:00,922.0,1179.4346786873757
1995-08-17 14:15:00,799.0,1017.5294903521794
1995-08-17 14:30:00,1239.0,916.4937506851738
1995-08-17 14:45:00,1196.0,1127.5967230891627
1995-08-17 15:00:00,1078.0,1160.1272144357688
1995-08-17 15:15:00,1124.0,1009.4277910887621
1995-08-17 15:30:00,1241.0,1112.6757242298331
1995-08-17 15:45:00,934.0,1114.3555015860563
1995-08-17 16:00:00,1099.0,975.467206831787
1995-08-17 16:15:00,973.0,992.1611817637147
1995-08-17 16:30:00,1080.0,1007.9666802138025
1995-08-17 16:45:00,861.0,1002.3403867106267
1995-08-17 17:00:00,867.0,905.6266905771121
1995-08-17 17:15:00,654.0,787.9866383093646
1995-08-17 17:30:00,725.0,659.0761125625842
1995-08-17 17:45:00,671.0,653.9519544049799
1995-08-17 18:00:00,631.0,567.8435844237827
1995-08-17 18:15:00,501.0,572.672444592236
1995-08-17 18:30:00,741.0,556.6617245213048
1995-08-17 18:45:00,621.0,619.3772979782709
1995-08-17 19:00:00,574.0,569.8567404345853
1995-08-17 19:15:00,603.0,597.7192168584938
1995-08-17 19:30:00,571.0,583.776403890889
1995-08-17 19:45:00,478.0,515.0678604561172
1995-08-17 20:00:00,739.0,521.162457321337
1995-08-17 20:15:00,605.0,655.1352183734198
1995-08-17 20:30:00,508.0,615.4339811994554
1995-08-17 20:45:00,525.0,539.9050677266735
1995-08-17 21:00:00,452.0,543.5308165513883
1995-08-17 21:15:00,475.0,511.13337577793175
1995-08-17 21:30:00,497.0,497.7709479288221
1995-08-17 21:45:00,565.0,581.3256794248315
1995-08-17 22:00:00,454.0,568.8253396129933
1995-08-17 22:15:00,477.0,461.6928407657454
1995-08-17 22:30:00,368.0,479.7092769282458
1995-08-17 22:45:00,363.0,471.28930334979344
1995-08-17 23:00:00,647.0,415.41217123969886
1995-08-17 23:15:00,420.0,578.8923236962713
1995-08-17 23:30:00,400.0,495.48849498636355
1995-08-17 23:45:00,390.0,445.1901665935236
