timestamp,y_req_t1,predicted
1995-08-16 00:00:00,102.0,179.96216
1995-08-16 00:05:00,99.00000000000001,169.03291
1995-08-16 00:10:00,77.0,156.46759
1995-08-16 00:15:00,106.99999999999999,139.84137
1995-08-16 00:20:00,169.0,124.87245
1995-08-16 00:25:00,154.0,116.20929
1995-08-16 00:30:00,163.0,120.1178
1995-08-16 00:35:00,163.0,124.07121
1995-08-16 00:40:00,59.0,131.27902
1995-08-16 00:45:00,143.0,136.1382
1995-08-16 00:50:00,97.99999999999999,138.78613
1995-08-16 00:55:00,159.0,146.40297
1995-08-16 01:00:00,129.0,154.27875
1995-08-16 01:05:00,124.99999999999999,165.72786
1995-08-16 01:10:00,92.0,176.61559
1995-08-16 01:15:00,120.0,182.2912
1995-08-16 01:20:00,61.0,181.69295
1995-08-16 01:25:00,92.0,176.90344
1995-08-16 01:30:00,142.0,170.79886
1995-08-16 01:35:00,132.0,164.97057
1995-08-16 01:40:00,76.0,161.1733
1995-08-16 01:45:00,104.0,153.94618
1995-08-16 01:50:00,148.0,142.97453
1995-08-16 01:55:00,105.0,132.3555
1995-08-16 02:00:00,109.0,127.6671
1995-08-16 02:05:00,79.0,127.55323
1995-08-16 02:10:00,77.0,129.35754
1995-08-16 02:15:00,113.0,126.342636
1995-08-16 02:20:00,50.0,120.34813
1995-08-16 02:25:00,95.0,119.11151
1995-08-16 02:30:00,94.00000000000001,120.352936
1995-08-16 02:35:00,111.99999999999999,123.69554
1995-08-16 02:40:00,110.0,127.356964
1995-08-16 02:45:00,96.0,127.46399
1995-08-16 02:50:00,57.99999999999999,126.02682
1995-08-16 02:55:00,72.0,126.408394
1995-08-16 03:00:00,63.00000000000001,122.73331
1995-08-16 03:05:00,91.0,120.625565
1995-08-16 03:10:00,65.0,117.765205
1995-08-16 03:15:00,114.0,111.291115
1995-08-16 03:20:00,74.0,106.54019
1995-08-16 03:25:00,87.0,108.59419
1995-08-16 03:30:00,115.0,115.33496
1995-08-16 03:35:00,88.0,120.41829
1995-08-16 03:40:00,95.0,121.027245
1995-08-16 03:45:00,90.0,122.41916
1995-08-16 03:50:00,120.0,129.49072
1995-08-16 03:55:00,97.0,133.25659
1995-08-16 04:00:00,111.99999999999999,145.37517
1995-08-16 04:05:00,50.0,152.3654
1995-08-16 04:10:00,124.99999999999999,156.85089
1995-08-16 04:15:00,96.0,151.20978
1995-08-16 04:20:00,51.0,146.97087
1995-08-16 04:25:00,47.00000000000001,138.64722
1995-08-16 04:30:00,64.0,130.243
1995-08-16 04:35:00,61.0,123.55966
1995-08-16 04:40:00,51.0,112.33517
1995-08-16 04:45:00,55.0,111.658936
1995-08-16 04:50:00,21.0,106.860954
1995-08-16 04:55:00,53.0,105.33636
1995-08-16 05:00:00,25.0,99.54308
1995-08-16 05:05:00,84.0,103.611565
1995-08-16 05:10:00,72.0,96.18247
1995-08-16 05:15:00,89.0,92.827995
1995-08-16 05:20:00,96.0,96.63181
1995-08-16 05:25:00,77.0,98.80235
1995-08-16 05:30:00,106.99999999999999,105.085335
1995-08-16 05:35:00,63.00000000000001,110.85573
1995-08-16 05:40:00,32.0,119.60864
1995-08-16 05:45:00,72.0,123.522896
1995-08-16 05:50:00,65.0,122.899445
1995-08-16 05:55:00,69.0,118.197914
